HouseholdSize,Adults_D,H2O_Cost,Under17,Child1_D,Barcode_ID,Has_Barcode
2,0,0,2,0,112247,Yes
1,0,0,0,NA,112045,Yes
2,0,0,1,0,112084,Yes
2,0,0,0,NA,112085,Yes
4,0,0,6,0,112130,Yes
4,0,0,1,2,112140,Yes
2,0,0,0,NA,112142,Yes
4,0,0,4,0,112144,Yes
1,0,0,4,0,112146,Yes
3,0,0,1,0,112162,Yes
2,2,0,0,NA,112166,Yes
2,0,0,2,2,112170,Yes
2,0,0,3,0,112172,Yes
2,0,0,1,0,112177,Yes
2,0,0,3,0,112181,Yes
4,0,0,3,0,112189,Yes
1,0,0,0,NA,112191,Yes
3,0,0,3,0,112003,Yes
2,0,0,0,NA,112016,Yes
2,0,0,0,NA,112062,Yes
2,0,0,0,NA,112073,Yes
3,0,0,0,NA,112087,Yes
2,0,0,1,0,112089,Yes
5,0,0,3,0,112105,Yes
5,1,0,2,0,112125,Yes
2,1,0,6,0,112138,Yes
5,0,0,0,NA,112152,Yes
2,0,0,4,0,112160,Yes
3,0,25,5,0,112178,Yes
5,0,0,0,NA,112179,Yes
2,0,0,3,0,112212,Yes
8,0,0,0,NA,112215,Yes
2,1,0,1,0,112228,Yes
4,0,0,5,0,112234,Yes
4,0,0,2,0,112241,Yes
2,0,0,4,0,112127,Yes
5,0,0,3,0,112141,Yes
2,0,0,4,0,112187,Yes
5,0,5,1,0,112199,Yes
3,0,0,2,0,112200,Yes
3,0,0,2,0,112201,Yes
2,0,0,2,0,112203,Yes
4,0,0,2,0,112209,Yes
2,2,0,1,5,112211,Yes
8,4,0,4,0,112222,Yes
2,0,0,6,0,112230,Yes
3,0,0,6,0,112232,Yes
4,0,0,0,NA,112185,No
3,0,0,2,0,112086,Yes
4,1,0,0,NA,112128,Yes
4,0,0,3,0,112135,Yes
2,0,0,1,0,112157,Yes
2,0,0,2,0,112159,Yes
4,0,0,2,0,112161,Yes
3,0,0,4,0,112173,Yes
5,0,0,2,0,112217,Yes
5,0,0,2,0,112225,Yes
4,0,0,1,0,112229,Yes
6,0,0,5,0,112004,Yes
5,0,0,2,0,112090,Yes
1,0,0,1,0,112001,Yes
2,0,0,0,NA,112005,Yes
3,0,0,0,NA,112007,Yes
2,0,5,2,0,112021,Yes
2,1,0,0,NA,112022,Yes
1,0,0,1,0,112024,Yes
6,1,0,2,0,112026,Yes
3,0,0,0,NA,112034,Yes
7,0,0,4,0,112043,Yes
2,0,10,0,NA,112060,Yes
4,0,0,1,0,112069,Yes
2,0,0,4,0,112078,Yes
4,0,0,1,0,112079,Yes
3,0,0,1,0,112082,Yes
1,0,0,1,0,112091,Yes
2,0,0,5,0,112098,Yes
5,0,0,4,0,112100,Yes
3,0,0,1,0,112101,Yes
2,0,0,2,0,112103,Yes
7,4,0,1,0,112110,Yes
4,0,0,1,0,112111,Yes
1,0,0,2,3,112112,Yes
2,0,0,0,NA,112114,Yes
5,0,0,2,0,112121,Yes
2,1,0,3,0,112134,Yes
2,1,0,3,4,112150,Yes
2,0,0,1,0,112151,Yes
2,0,0,0,NA,112171,Yes
4,0,0,0,NA,112205,Yes
2,0,0,1,0,112206,Yes
3,0,0,2,0,112233,Yes
2,0,0,2,0,112242,Yes
5,0,0,3,0,112009,Yes
1,0,0,0,NA,112048,Yes
3,0,0,1,0,112049,Yes
3,0,0,2,0,112072,Yes
3,0,0,3,0,112080,Yes
2,1,20,2,2,112081,Yes
6,0,0,0,NA,112097,Yes
2,0,0,1,0,112113,Yes
1,0,5,1,0,112116,Yes
4,2,0,1,2,112118,Yes
3,1,0,2,0,112131,Yes
3,0,0,4,0,112132,Yes
2,2,0,0,NA,112149,Yes
3,0,0,2,0,112083,Yes
2,0,0,1,0,112117,Yes
6,0,0,2,0,112185,No
2,0,0,1,0,112156,Yes
2,0,0,1,NA,112250,Yes
3,0,15,4,0,NA,No
1,0,0,4,0,112002,Yes
3,0,0,3,0,112013,Yes
2,0,0,3,0,112017,Yes
2,0,0,0,NA,112029,Yes
2,0,0,3,0,112033,Yes
2,0,0,6,0,112035,Yes
2,0,0,4,0,112036,Yes
2,0,0,3,0,112037,Yes
5,0,0,4,0,112038,Yes
5,0,0,1,0,112054,Yes
2,0,0,3,0,112061,Yes
7,0,0,5,0,112068,Yes
3,0,0,3,0,112106,Yes
2,0,0,3,0,112108,Yes
6,2,0,4,0,112010,Yes
5,1,0,3,0,112011,Yes
7,2,0,2,0,112012,Yes
3,1,0,3,0,112015,Yes
2,0,0,0,NA,112041,Yes
2,1,0,2,3,112044,Yes
5,0,0,0,NA,112047,Yes
3,1,0,2,0,112050,Yes
3,0,0,2,0,112051,Yes
4,1,0,2,3,112052,Yes
5,0,0,1,0,112057,Yes
3,0,0,3,0,112059,Yes
6,0,0,2,0,112071,Yes
6,2,50,2,0,112088,Yes
3,0,0,0,NA,112094,Yes
4,0,3,0,NA,112099,Yes
3,0,0,1,0,112154,Yes
2,0,0,1,0,112194,Yes
2,0,0,0,NA,112195,Yes
4,0,0,0,NA,112197,Yes
4,0,0,3,0,112198,Yes
6,0,0,1,0,112204,Yes
4,0,0,2,0,112207,Yes
3,0,0,1,0,112208,Yes
2,0,0,0,NA,112210,Yes
2,0,0,2,0,112221,Yes
3,0,0,0,NA,112231,Yes
4,0,0,0,NA,112237,Yes
2,0,0,0,NA,112238,Yes
3,0,0,1,0,112239,Yes
9,0,0,2,0,112240,Yes
2,0,5,2,0,110034,Yes
2,0,0,0,NA,110035,Yes
3,0,0,0,NA,110036,Yes
2,0,0,0,NA,110037,Yes
6,0,0,2,0,110038,Yes
2,0,0,5,0,110039,Yes
2,0,10,1,0,110040,Yes
1,0,12,0,NA,110041,Yes
3,0,0,1,0,110042,Yes
5,0,30,5,0,110010,Yes
3,0,0,3,0,110011,Yes
3,0,40,4,0,110012,Yes
2,0,0,2,0,110013,Yes
4,0,0,3,0,110014,Yes
2,0,15,0,NA,110015,Yes
3,0,0,1,0,110016,Yes
2,0,0,0,NA,110017,Yes
2,0,0,0,NA,110018,Yes
4,0,0,2,0,110019,Yes
2,0,0,0,NA,110020,Yes
2,1,0,5,2,110021,Yes
2,0,0,0,NA,110022,Yes
4,0,NA,5,0,110023,Yes
6,0,0,2,0,110024,Yes
3,0,0,2,0,110025,Yes
3,0,60,0,NA,110026,Yes
2,0,0,2,0,110027,Yes
1,0,0,2,0,110028,Yes
1,0,0,0,NA,110029,Yes
3,0,0,0,NA,110053,Yes
1,1,30,0,NA,110054,Yes
1,0,15,2,2,110055,Yes
5,0,20,6,0,110056,Yes
5,0,0,0,NA,110057,Yes
5,0,10,0,NA,110058,Yes
2,0,0,0,NA,110059,Yes
4,0,NA,2,0,110060,Yes
3,0,0,4,0,110062,Yes
1,1,0,0,NA,110063,Yes
3,0,0,4,0,110064,Yes
1,0,0,1,0,110033,Yes
3,0,10,6,0,110043,Yes
6,0,0,1,0,110044,Yes
2,1,20,0,NA,110045,Yes
3,0,0,0,NA,110046,Yes
2,2,0,1,0,110047,Yes
1,0,0,0,NA,110048,Yes
4,0,0,2,0,110050,Yes
2,0,10,2,0,110051,Yes
3,1,0,0,NA,110084,Yes
6,1,0,2,0,110085,Yes
3,0,0,0,NA,110030,Yes
7,1,96,2,0,110031,Yes
6,0,0,9,0,110032,Yes
2,0,0,4,0,125000,Yes
3,0,0,3,0,125001,Yes
3,0,0,4,0,125002,Yes
4,1,50,1,0,110077,Yes
3,2,80,5,0,110070,Yes
3,0,48,2,0,110071,Yes
7,2,50,9,0,110072,Yes
1,0,20,5,2,110073,Yes
2,0,0,1,3,110074,Yes
2,1,40,3,2,110075,Yes
3,2,0,0,NA,110076,Yes
2,NA,0,0,NA,110078,Yes
2,1,40,1,0,110079,Yes
10,2,0,5,0,110082,Yes
3,0,50,1,0,110083,Yes
2,1,80,4,0,110086,Yes
2,0,0,3,2,110087,Yes
3,0,0,3,0,110088,Yes
2,0,0,6,0,110089,Yes
2,0,0,2,2,110090,Yes
2,0,0,2,0,110091,Yes
2,0,0,2,0,101425,Yes
3,0,0,5,0,NA,No
6,0,0,0,NA,101387,Yes
1,0,0,0,NA,101388,Yes
3,0,0,0,NA,101389,Yes
2,0,0,2,0,101390,Yes
2,0,0,1,0,101398,Yes
4,0,0,3,0,101399,Yes
3,0,0,3,0,101414,Yes
4,0,0,4,0,101417,Yes
3,0,0,2,0,101426,Yes
1,0,0,0,NA,101429,Yes
2,0,0,1,0,101457,Yes
4,0,0,2,0,101461,Yes
2,0,0,2,0,101464,Yes
3,0,0,1,0,101465,Yes
2,0,0,0,NA,101469,Yes
2,0,0,1,0,101474,Yes
5,0,0,0,NA,101475,Yes
2,0,0,2,0,101477,Yes
2,0,0,2,0,101478,Yes
2,0,0,1,0,101391,Yes
2,0,0,3,0,101396,Yes
2,0,0,1,0,101397,Yes
5,0,0,0,NA,101411,Yes
2,0,0,0,NA,101416,Yes
3,0,0,3,0,101458,Yes
3,0,0,3,0,101459,Yes
2,0,0,2,0,101460,Yes
2,0,0,1,0,101462,Yes
3,0,0,2,0,101466,Yes
2,0,0,2,0,101467,Yes
2,0,0,2,0,101468,Yes
2,0,0,2,0,101470,Yes
1,0,0,0,NA,101471,Yes
4,0,0,0,NA,101472,Yes
2,0,0,3,0,101473,Yes
2,0,0,4,0,101476,Yes
5,1,0,2,1,789654,No
1,0,0,1,0,100841,Yes
NA,0,0,0,NA,100919,Yes
4,2,0,0,NA,125158,Yes
4,0,0,0,NA,125160,Yes
6,0,0,2,0,125161,Yes
4,0,0,2,0,125163,Yes
3,0,0,2,0,125164,Yes
3,0,0,0,NA,125165,Yes
3,0,0,1,0,125167,Yes
3,0,0,0,NA,125172,Yes
4,0,0,0,NA,125174,Yes
3,0,0,0,NA,125175,Yes
5,0,0,4,0,125176,Yes
2,0,0,1,0,125177,Yes
3,0,0,0,NA,125156,Yes
2,0,0,0,NA,125157,Yes
3,0,0,0,NA,125159,Yes
1,0,0,0,NA,125162,Yes
4,0,0,4,0,125166,Yes
1,0,0,0,NA,125168,Yes
5,0,0,0,NA,125170,Yes
2,0,0,0,NA,125171,Yes
2,0,0,2,0,125173,Yes
5,0,0,1,0,125178,Yes
3,0,0,2,0,125179,Yes
2,0,0,2,0,100301,No
5,0,0,1,2,100304,No
3,0,0,0,NA,100307,No
3,0,0,0,NA,100308,No
2,0,0,2,0,100310,No
4,0,0,2,0,100312,No
2,NA,0,0,NA,100313,No
2,0,0,0,NA,100316,No
2,0,0,0,NA,100309,Yes
2,0,0,0,NA,100315,Yes
5,0,0,0,NA,100317,Yes
2,1,0,5,0,110069,Yes
NA,4,NA,3,0,110000,No
4,2,30,2,0,110080,Yes
2,0,0,6,0,101401,Yes
4,0,0,3,0,101404,Yes
2,0,0,5,0,101405,Yes
2,0,0,3,0,101407,Yes
4,0,0,4,0,101410,Yes
2,0,0,1,0,101412,Yes
4,0,0,0,NA,101418,Yes
2,0,0,0,NA,101419,Yes
2,0,0,0,NA,101420,Yes
2,0,0,0,NA,101421,Yes
5,0,0,4,0,101423,Yes
2,0,0,2,0,101424,Yes
2,0,0,3,0,101428,Yes
2,0,0,1,0,101434,Yes
1,0,0,0,NA,101435,Yes
2,0,0,0,NA,101436,Yes
4,0,0,3,0,101437,Yes
4,0,0,3,0,101439,Yes
3,0,0,3,0,101440,Yes
1,0,0,0,NA,101441,Yes
2,0,0,1,0,101444,Yes
1,0,0,1,0,101451,Yes
1,0,0,0,NA,101452,Yes
2,0,0,0,NA,101453,Yes
6,0,0,2,0,101454,Yes
3,0,0,3,0,101455,Yes
2,0,0,5,0,101456,Yes
3,0,0,0,NA,101402,Yes
2,0,0,0,NA,101406,Yes
2,0,0,0,NA,101408,Yes
2,0,0,1,0,101413,Yes
3,0,0,2,0,101415,Yes
2,0,0,1,0,101422,Yes
2,0,0,1,0,101427,Yes
2,0,NA,1,0,101430,Yes
3,0,0,2,0,101431,Yes
6,0,0,1,0,101433,Yes
2,0,0,2,0,101438,Yes
1,0,0,1,0,101442,Yes
2,0,0,2,0,101443,Yes
2,0,0,2,0,101445,Yes
2,0,0,0,NA,101446,Yes
2,0,0,2,0,101447,Yes
4,0,0,0,NA,101448,Yes
3,0,0,0,NA,101449,Yes
4,0,0,3,0,101450,Yes
3,0,0,3,0,101393,Yes
4,0,0,1,0,101394,Yes
2,0,0,0,NA,101395,Yes
2,0,0,0,NA,101403,Yes
2,0,0,0,NA,101409,Yes
6,0,0,6,0,125206,Yes
2,0,0,4,0,125207,Yes
2,0,0,2,0,125208,Yes
4,0,0,5,0,125209,Yes
2,0,0,6,0,125210,Yes
1,1,0,0,NA,125084,Yes
2,0,0,3,0,125072,Yes
4,0,0,0,NA,125075,Yes
3,0,0,1,0,125085,Yes
1,0,0,2,0,125086,Yes
2,0,0,0,NA,125066,Yes
3,0,0,3,0,125067,Yes
2,0,0,0,NA,125069,Yes
1,1,0,0,NA,125070,Yes
2,0,0,2,0,125077,Yes
5,0,0,5,0,125082,Yes
4,0,0,1,0,125065,Yes
5,0,12,5,0,125081,Yes
4,1,0,0,NA,125088,Yes
2,0,0,0,NA,125064,Yes
2,0,0,0,NA,125068,Yes
3,0,0,0,NA,125071,Yes
4,0,0,6,0,125073,Yes
4,0,0,0,NA,125076,Yes
2,0,50,3,0,125078,Yes
2,0,0,3,0,125079,Yes
2,0,0,3,0,125083,Yes
1,0,0,4,0,125087,Yes
2,0,0,1,0,125089,Yes
1,0,0,2,0,100556,Yes
3,0,0,0,NA,100561,Yes
6,2,0,5,0,100557,Yes
3,0,0,2,0,100559,Yes
1,0,0,0,NA,125189,Yes
2,0,0,1,0,125190,Yes
2,0,0,3,0,125180,Yes
3,0,0,3,0,125181,Yes
3,0,0,0,NA,125182,Yes
2,0,0,3,0,125184,Yes
2,0,0,6,0,125186,Yes
2,0,0,0,NA,125191,Yes
4,0,0,0,NA,125192,Yes
2,0,0,3,0,125193,Yes
5,0,0,2,0,125185,Yes
3,0,0,2,0,101175,Yes
3,0,0,2,0,101179,Yes
3,0,0,1,0,101180,Yes
2,0,0,1,0,101190,Yes
3,0,0,2,0,101200,Yes
5,0,0,2,0,101204,Yes
5,0,0,2,0,101205,Yes
4,0,0,0,NA,101206,Yes
3,0,0,0,NA,101207,Yes
2,0,0,1,0,101213,Yes
2,0,0,1,0,101215,Yes
2,0,0,5,0,101216,Yes
2,0,0,2,0,101217,Yes
3,0,0,4,0,101224,Yes
2,0,0,0,NA,101176,Yes
6,0,0,0,NA,101178,Yes
3,0,0,3,0,101181,Yes
2,0,0,2,0,101182,Yes
2,0,0,0,NA,101184,Yes
2,0,0,2,0,101186,Yes
2,0,0,0,NA,101193,Yes
5,0,0,0,NA,101196,Yes
2,0,0,3,0,101198,Yes
2,0,0,0,NA,101199,Yes
2,0,0,3,0,101211,Yes
4,0,0,1,0,101212,Yes
2,0,0,2,0,101222,Yes
2,0,0,5,0,110130,Yes
3,0,0,3,0,110135,Yes
2,0,0,1,0,NA,No
2,0,0,1,0,110116,Yes
7,0,0,3,0,110117,Yes
5,0,0,2,NA,110118,Yes
3,0,0,0,NA,110119,Yes
4,0,0,2,0,110120,Yes
3,0,0,1,0,110121,Yes
3,0,0,0,NA,110122,Yes
2,0,0,0,NA,110123,Yes
5,0,0,0,NA,110124,Yes
4,0,0,1,0,110125,Yes
2,0,0,0,NA,110126,Yes
1,0,0,0,NA,110128,Yes
4,0,0,2,0,110129,Yes
2,0,0,0,NA,110131,Yes
2,0,0,3,0,110133,Yes
6,6,0,6,2,100467,Yes
2,NA,0,3,2,100468,Yes
12,0,0,7,0,100469,Yes
2,0,10,5,0,100471,Yes
8,4,20,4,7,100463,Yes
2,0,15,1,0,100464,Yes
NA,3,0,3,0,100465,Yes
10,6,0,13,0,100466,Yes
1,0,0,0,NA,125110,Yes
2,0,0,1,0,125111,Yes
7,0,0,1,0,125112,Yes
2,0,0,1,1,125113,Yes
4,0,0,5,0,125114,Yes
2,0,0,1,0,125115,Yes
2,0,0,1,0,125116,Yes
7,0,0,3,0,125117,Yes
5,0,0,3,0,125118,Yes
4,0,0,2,0,NA,No
2,0,0,5,0,NA,No
2,0,0,2,0,NA,No
2,0,0,1,0,NA,No
6,0,0,2,0,NA,No
2,0,0,0,NA,NA,No
5,0,0,1,0,NA,No
4,0,0,1,0,NA,No
2,0,0,1,0,NA,No
2,0,0,0,NA,NA,No
2,0,0,2,0,NA,No
5,0,0,2,0,NA,No
4,0,0,4,0,NA,No
2,0,0,0,NA,NA,No
11,2,100,16,NA,NA,No
6,0,0,3,0,125231,Yes
4,0,0,1,0,125232,Yes
1,0,0,0,NA,125233,Yes
7,1,0,3,0,125100,Yes
2,0,0,0,NA,110142,Yes
2,0,0,3,0,110144,Yes
2,0,0,0,NA,110145,Yes
2,0,0,2,0,110146,Yes
2,0,0,0,NA,110147,Yes
5,0,0,1,0,110148,Yes
3,0,0,1,0,110149,Yes
2,0,0,0,NA,110150,Yes
2,0,0,4,0,110151,Yes
2,0,0,1,0,110152,Yes
4,0,60,0,NA,15285881,No
4,0,0,4,0,110134,Yes
3,0,0,0,NA,110137,Yes
3,0,0,0,NA,110138,Yes
4,0,0,2,0,110139,Yes
4,0,0,2,0,110140,Yes
4,0,70,0,NA,110141,Yes
2,0,0,0,NA,110143,Yes
2,0,0,1,1,110081,Yes
2,2,0,1,0,101055,Yes
1,0,0,0,NA,101091,Yes
3,0,0,0,NA,101122,Yes
2,0,0,1,0,101076,Yes
3,0,0,0,NA,101078,Yes
3,0,0,1,0,101090,Yes
3,0,0,2,0,101104,Yes
2,0,0,3,0,101080,Yes
4,0,0,3,0,NA,No
4,0,0,1,0,NA,No
2,0,0,1,0,NA,No
1,NA,0,0,NA,NA,No
2,2,0,3,0,NA,No
5,0,0,0,NA,NA,No
2,0,0,0,NA,NA,No
3,0,0,3,0,NA,No
3,2,0,3,0,NA,No
2,0,0,1,0,NA,No
5,0,0,3,2,NA,No
4,0,0,1,0,NA,No
2,1,0,4,0,NA,No
2,0,0,0,NA,NA,No
4,0,0,0,NA,NA,No
4,0,0,4,0,NA,No
2,0,0,0,NA,NA,No
3,0,0,1,0,NA,No
1,0,0,0,NA,NA,No
2,0,0,5,0,NA,No
5,0,0,1,0,NA,No
3,0,0,0,NA,NA,No
2,0,0,5,0,NA,No
1,0,0,0,NA,NA,No
2,0,0,2,0,NA,No
2,0,0,3,0,NA,No
3,0,0,0,NA,NA,No
2,0,0,2,0,NA,No
2,0,0,2,0,NA,No
3,0,0,1,0,125129,Yes
2,0,0,2,0,125125,Yes
1,0,0,0,NA,125127,Yes
2,0,0,4,0,125128,Yes
3,0,0,1,0,125133,Yes
2,0,0,3,0,125123,Yes
2,0,0,0,NA,125124,Yes
5,0,0,1,0,125126,Yes
4,0,0,2,0,125130,Yes
2,0,0,0,NA,125131,Yes
2,0,0,0,NA,125132,Yes
4,0,20,1,0,100117,Yes
2,0,0,1,0,100131,Yes
2,0,20,2,0,100132,Yes
3,0,0,6,0,100484,Yes
6,0,0,5,0,100486,Yes
4,0,0,3,0,100487,Yes
NA,6,0,2,0,100490,Yes
4,0,0,2,0,100492,Yes
4,1,0,0,NA,100476,Yes
4,0,20,0,NA,100477,Yes
4,0,0,2,0,100478,Yes
3,2,0,3,0,100480,Yes
2,0,0,0,NA,100481,Yes
5,0,0,1,0,100482,Yes
5,0,4,2,0,100489,Yes
4,0,0,3,0,100491,Yes
4,1,0,1,0,125101,Yes
3,0,0,0,NA,125093,Yes
4,0,0,3,0,125095,Yes
6,0,0,2,0,125096,Yes
4,0,0,2,0,125094,Yes
4,0,0,1,0,125098,Yes
2,0,6,0,NA,125103,Yes
3,0,0,NA,NA,125099,Yes
4,3,0,3,1,125102,Yes
2,2,0,3,0,125106,Yes
2,0,0,1,0,110001,Yes
4,0,0,3,0,110002,Yes
2,0,2,0,NA,110003,Yes
2,0,0,4,0,110004,Yes
4,0,0,2,0,110005,Yes
2,0,0,1,0,110006,Yes
4,0,0,4,0,110007,Yes
2,0,8,4,0,110008,Yes
4,1,0,3,0,110009,Yes
2,0,10,5,0,100520,No
2,NA,0,2,NA,100537,No
3,0,0,NA,NA,100545,No
2,0,0,2,0,100546,No
3,0,0,NA,NA,100495,Yes
2,1,30,4,0,100496,Yes
2,0,0,2,0,100499,Yes
3,0,10,0,NA,100500,Yes
2,0,0,3,0,100502,Yes
2,0,0,2,0,100503,Yes
3,0,0,1,0,100505,Yes
2,0,0,0,NA,100506,Yes
2,0,0,0,NA,100507,Yes
2,0,NA,1,0,100513,Yes
2,0,0,2,0,100523,Yes
2,0,0,NA,NA,100531,Yes
2,0,NA,2,0,100533,Yes
3,0,0,0,NA,100534,Yes
2,0,20,0,NA,100535,Yes
2,0,0,3,0,100539,Yes
2,0,0,1,0,100541,Yes
2,0,0,1,0,100542,Yes
2,NA,0,2,0,100543,Yes
3,0,100,1,0,100547,Yes
5,0,30,0,NA,100552,Yes
2,0,0,2,0,100553,Yes
9,0,0,2,0,100511,Yes
4,1,0,1,0,100512,Yes
7,1,0,5,0,100525,Yes
3,1,0,1,0,100540,Yes
2,0,0,2,0,100537,No
3,2,0,0,NA,100545,No
2,0,0,2,0,100522,Yes
2,0,0,3,2,100497,Yes
3,0,0,2,0,100501,Yes
2,0,0,0,NA,100509,Yes
6,1,0,4,0,100510,Yes
5,1,0,0,NA,100514,Yes
2,0,0,2,0,100517,Yes
2,0,0,3,0,100521,Yes
2,0,0,4,0,100524,Yes
2,0,0,5,0,100529,Yes
2,0,0,4,0,100538,Yes
2,0,6,6,0,100544,Yes
3,0,0,5,2,100548,Yes
2,NA,20,2,3,100549,Yes
2,0,10,0,NA,100551,Yes
2,0,0,1,2,100504,Yes
3,0,0,2,0,100519,Yes
5,0,0,1,0,100554,Yes
1,0,0,0,NA,100555,Yes
2,0,0,4,0,100558,Yes
2,0,10,2,0,100560,Yes
2,0,0,2,0,100516,Yes
2,0,0,1,0,100527,Yes
3,0,0,2,2,100518,Yes
2,1,0,3,2,100550,Yes
3,1,0,3,0,100515,Yes
4,1,0,1,2,100508,Yes
3,0,0,0,NA,100528,Yes
4,0,0,4,0,125213,Yes
3,0,0,1,0,125214,Yes
2,0,0,5,0,125216,Yes
4,0,0,4,0,125211,Yes
2,0,0,0,NA,125212,Yes
3,0,0,0,NA,125215,Yes
1,0,0,3,0,125217,Yes
3,0,0,3,0,125218,Yes
0,0,0,3,0,125219,Yes
5,0,0,2,0,125220,Yes
2,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
2,0,10,3,0,NA,No
4,0,10,0,NA,NA,No
3,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
4,0,10,0,NA,NA,No
4,0,10,1,0,NA,No
4,0,10,0,NA,NA,No
2,0,10,1,0,NA,No
3,0,10,2,0,NA,No
5,0,10,1,0,NA,No
3,0,10,2,0,NA,No
2,0,10,3,0,NA,No
2,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
4,0,10,0,NA,NA,No
5,0,10,1,0,NA,No
2,0,10,2,0,NA,No
4,0,10,1,0,NA,No
1,0,10,0,NA,NA,No
3,0,10,0,NA,NA,No
4,0,10,0,NA,NA,No
1,0,10,0,NA,NA,No
2,0,10,2,0,NA,No
2,0,10,2,0,NA,No
1,0,10,0,NA,NA,No
3,0,10,0,NA,NA,No
2,0,10,1,0,NA,No
3,0,10,2,0,NA,No
5,0,10,1,0,NA,No
2,0,10,1,0,NA,No
2,0,10,3,0,NA,No
2,0,10,0,NA,NA,No
1,0,10,0,NA,NA,No
2,0,10,1,0,NA,No
2,0,10,0,NA,NA,No
2,0,10,3,0,NA,No
2,0,10,1,0,NA,No
2,0,10,1,0,NA,No
1,0,10,0,NA,NA,No
4,0,10,1,0,NA,No
4,0,10,0,NA,NA,No
1,0,10,0,NA,NA,No
1,0,10,0,NA,NA,No
2,0,10,0,NA,NA,No
3,0,10,2,0,NA,No
2,0,0,4,0,110061,Yes
4,3,0,2,3,110065,Yes
1,0,0,3,0,110066,Yes
3,2,0,1,0,110067,Yes
1,1,0,2,7,110068,Yes
2,0,0,5,0,125136,Yes
1,0,0,0,NA,125139,Yes
1,0,0,0,NA,125140,Yes
3,0,0,2,0,125141,Yes
2,0,0,2,0,125143,Yes
2,0,0,0,NA,125146,Yes
2,0,0,3,0,125148,Yes
2,0,0,4,0,125149,Yes
2,0,0,1,0,125152,Yes
2,0,0,1,0,125154,Yes
1,0,0,0,NA,125134,Yes
5,0,0,1,0,125135,Yes
3,0,0,6,0,125137,Yes
3,0,0,2,0,125138,Yes
2,0,0,0,NA,125142,Yes
3,0,0,3,0,125144,Yes
2,0,0,2,0,125145,Yes
4,0,0,2,0,125147,Yes
4,0,0,3,0,125150,Yes
2,0,0,0,NA,125151,Yes
2,0,0,1,0,125153,Yes
2,0,0,1,0,125155,Yes
